OID_,status,type,bicycle_cl,length,comfort_le,date_creat,time_creat,date_modif,time_modif,len_m,lenm,startx,starty,endx,endy,shape_id,OBJECTID,Join_Count,TARGET_FID,segment_id,full_name,built_stat,one_way,numeric_pr,name,street_typ,octant,plan_statu,ctp_class,ownership,date_creat_1,time_creat_1,date_modif_1,time_modif_1,date_mod_2,time_mod_2,lenkm,Shape_Length
929,EXISTING,REGIONAL,On-Street Bikeway,,2 - Community Street,,,2021-05-28 0:00,41:08.0,1135.966787770000110,1135.966787770000110,-114.1104717,51.059131999999998,-114.1096068,51.049370400000001,929,929,65,928,4483,,Built,B,0,,,,RP,Lanes (Alleys),Corporate,,,2021-05-28 0:00,41:08.0,2008-11-28 0:00,00:00.0,0.172949355,0.010519436
930,EXISTING,REGIONAL,Cycle Track,,1 - Protected Lane,,,2021-05-28 0:00,39:53.0,455.837451491000024,455.837451491000024,-114.1707009,51.077370899999998,-114.1657608,51.080031699999999,930,930,22,929,7331,,Built,B,0,,,,RP,Lanes (Alleys),Corporate,,,2021-05-28 0:00,39:53.0,2005-09-23 0:00,00:00.0,0.172103645,0.005614388
931,EXISTING,REGIONAL,On-Street Bikeway,,2 - Community Street,,,2021-05-28 0:00,41:02.0,57.776804248399998,57.776804248399998,-114.1644269,51.069174599999997,-114.1636354,51.069029600000000,931,931,3,930,46018,HOME RD NW,Built,B,0,HOME,RD,NW,RP,Residential Street,Corporate,,,2021-05-28 0:00,41:02.0,2006-07-26 0:00,00:00.0,0.104497551,0.000804674
932,EXISTING,REGIONAL,On-Street Bikeway,,2 - Community Street,,,2021-05-28 0:00,41:08.0,173.437781368000003,173.437781368000003,-114.1627953,51.068970800000002,-114.1618782,51.067846299999999,932,932,9,931,25800,,Built,B,0,,,,RP,Residential Street,Private,,,2021-05-28 0:00,41:08.0,1999-07-21 0:00,00:00.0,0.051345132,0.001890075
933,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,,,2021-05-28 0:00,43:31.0,925.060941283000034,925.060941283000034,-114.0230292,50.931716000000002,-114.0102304,50.933298800000003,933,933,14,932,121508,CANYON MEADOWS DR SE,Built,FT,0,CANYON MEADOWS,DR,SE,RP,Parkway,Corporate,,,2021-05-28 0:00,43:31.0,2002-12-30 0:00,00:00.0,0.469725604,0.012944301
934,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,,,2021-05-28 0:00,44:18.0,8.965817868809999,8.965817868809999,-114.0102304,50.933298800000003,-114.0101057,50.933315700000001,934,934,7,933,121509,CANYON MEADOWS DR SE,Built,FT,0,CANYON MEADOWS,DR,SE,RP,Parkway,Corporate,,,2021-05-28 0:00,44:18.0,2002-12-30 0:00,00:00.0,0.056596539,0.000125842
935,EXISTING,REGIONAL,On-Street Bikeway,,2 - Community Street,2002-09-23 0:00,00:00.0,2021-05-28 0:00,41:07.0,35.362182312100003,35.362182312100003,-114.0729402,50.957756000000003,-114.0724652,50.957654900000001,935,935,7,934,219356,SOUTHPORT RD SW,Built,B,0,SOUTHPORT,RD,SW,RP,Collector,Corporate,2002-09-23 0:00,00:00.0,2021-05-28 0:00,41:07.0,2002-09-23 0:00,00:00.0,0.008274018,0.000486537
936,EXISTING,REGIONAL,Shared Lane,,4 - Major Street,,,2021-05-28 0:00,44:17.0,223.176954056999989,223.176954056999989,-114.0715143,51.028273200000001,-114.0712134,51.026290600000003,936,936,10,935,46,,Built,B,0,,,,RP,Lanes (Alleys),Corporate,,,2021-05-28 0:00,44:17.0,2005-03-14 0:00,00:00.0,0.052459071,0.002040173
937,EXISTING,REGIONAL,On-Street Bikeway,,2 - Community Street,,,2021-05-28 0:00,41:06.0,250.487420265999987,250.487420265999987,-114.0831009,51.026258900000002,-114.0817242,51.024864700000002,937,937,11,936,51260,32 AV SW,Built,B,0,32,AV,SW,RP,Residential Street,Corporate,,,2021-05-28 0:00,41:06.0,2006-02-22 0:00,00:00.0,0.050059303,0.002753243
938,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,,,2021-05-28 0:00,44:20.0,3212.591883560000042,3212.591883560000042,-114.1386787,51.012493499999998,-114.1295383,51.039630500000001,938,938,112,937,871911,,Built,B,0,,,,RP,Residential Street,Private,,,2021-05-28 0:00,44:20.0,2020-04-22 0:00,02:20.0,0.035457877,0.031043487
939,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,,,2021-05-28 0:00,44:23.0,1539.546619319999991,1539.546619319999991,-113.9405428,51.113864399999997,-113.9403616,51.100502800000001,939,939,50,938,844,,Built,B,0,,,,RP,Lanes (Alleys),Corporate,,,2021-05-28 0:00,44:23.0,2006-10-04 0:00,00:00.0,0.048299965,0.014485037
940,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,,,2021-05-28 0:00,43:29.0,1585.254608049999888,1585.254608049999888,-114.2230017,51.120682500000001,-114.213533,51.110385200000003,940,940,59,939,122662,SCANDIA HL NW,Built,FT,0,SCANDIA,HL,NW,RP,Collector,Corporate,,,2021-05-28 0:00,43:29.0,2016-08-31 0:00,37:06.0,0.095737106,0.016937295
941,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,,,2021-05-28 0:00,44:23.0,1001.186894649999999,1001.186894649999999,-114.1192101,51.141972500000001,-114.1071221,51.140444700000003,941,941,33,940,35640,MACEWAN DR NW,Built,B,0,MACEWAN,DR,NW,RP,Collector,Corporate,,,2021-05-28 0:00,44:23.0,2005-11-03 0:00,00:00.0,0.181909074,0.013080421
942,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,,,2021-05-28 0:00,44:20.0,2903.618374199999835,2903.618374199999835,-114.1071221,51.140444700000003,-114.0845904,51.126821499999998,942,942,97,941,33726,BEACONSFIELD GA NW,Built,B,0,BEACONSFIELD,GA,NW,RP,Residential Street,Corporate,,,2021-05-28 0:00,44:20.0,1999-07-21 0:00,00:00.0,0.051675644,0.03371609
943,EXISTING,REGIONAL,On-Street Bikeway,,2 - Community Street,,,2021-05-28 0:00,41:08.0,14.871010568899999,14.871010568899999,-114.007352,51.057616099999997,-114.0071651,51.057679299999997,943,943,3,942,37516,MUNRO DR NE,Built,B,0,MUNRO,DR,NE,RP,Residential Street,Corporate,,,2021-05-28 0:00,41:08.0,1999-10-04 0:00,00:00.0,0.085118957,0.000197298
944,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,,,2021-05-28 0:00,43:28.0,2869.094987760000095,2869.094987760000095,-114.0895611,51.090791600000003,-114.0519994,51.089578000000003,944,944,106,943,89501,HUNTER ST NW,Built,B,0,HUNTER,ST,NW,RP,Residential Street,Corporate,,,2021-05-28 0:00,43:28.0,2015-09-14 0:00,41:38.0,0.12571489,0.039070391
945,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,,,2021-05-28 0:00,43:28.0,2830.630949190000138,2830.630949190000138,-114.0483269,51.059616900000002,-114.0481651,51.084968600000003,945,945,119,944,5173,,Built,B,0,,,,RP,Lanes (Alleys),Corporate,,,2021-05-28 0:00,43:28.0,1999-07-21 0:00,00:00.0,0.172300475,0.025499653
946,EXISTING,REGIONAL,On-Street Bikeway,,2 - Community Street,,,2021-05-28 0:00,41:06.0,45.578948660800002,45.578948660800002,-114.0981806,51.052038000000003,-114.0981801,51.051628299999997,946,946,7,945,3373,,Built,B,0,,,,RP,Lanes (Alleys),Corporate,,,2021-05-28 0:00,41:06.0,2005-08-08 0:00,00:00.0,0.172939304,0.000409703
947,EXISTING,REGIONAL,On-Street Bikeway,,2 - Community Street,,,2021-05-28 0:00,41:04.0,52.238868380299998,52.238868380299998,-114.0981787,51.050669300000003,-114.0981781,51.050199800000001,947,947,7,946,3374,,Built,B,0,,,,RP,Lanes (Alleys),Corporate,,,2021-05-28 0:00,41:04.0,2005-09-07 0:00,00:00.0,0.173296102,0.000469666
948,EXISTING,REGIONAL,On-Street Bikeway,,3 - Painted Lane,,,2021-05-28 0:00,42:10.0,7.932582458240000,7.932582458240000,-114.129518,51.059540100000000,-114.1295168,51.059611400000001,948,948,3,947,34527,29 ST NW,Built,B,0,29,ST,NW,RP,Collector,Corporate,,,2021-05-28 0:00,42:10.0,2003-11-26 0:00,00:00.0,0.050943088,7.13113E-05
949,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,,,2021-05-28 0:00,43:29.0,6.089850918680000,6.089850918680000,-114.1062598,51.061858800000003,-114.1062565,51.061913500000003,949,949,4,948,35419,19 ST NW,Built,B,0,19,ST,NW,RP,Collector,Corporate,,,2021-05-28 0:00,43:29.0,2004-12-06 0:00,00:00.0,0.056030658,5.48013E-05
950,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,,,2021-05-28 0:00,44:19.0,1990.497921760000054,1990.497921760000054,-114.1411625,51.064021400000001,-114.1184972,51.057120800000000,950,950,85,949,3939,,Built,B,0,,,,RP,Lanes (Alleys),Corporate,,,2021-05-28 0:00,44:19.0,2008-02-12 0:00,00:00.0,0.17371755,0.025673812
951,EXISTING,REGIONAL,Shared Lane,,4 - Major Street,,,2021-05-28 0:00,44:20.0,504.020480277999980,504.020480277999980,-114.1062598,51.061858800000003,-114.1055645,51.057432300000002,951,951,21,950,35419,19 ST NW,Built,B,0,19,ST,NW,RP,Collector,Corporate,,,2021-05-28 0:00,44:20.0,2004-12-06 0:00,00:00.0,0.056030658,0.004667526
952,EXISTING,REGIONAL,Shared Lane,,4 - Major Street,,,2021-05-28 0:00,43:28.0,162.398008766999993,162.398008766999993,-114.1080346,51.057231799999997,-114.1057549,51.057357500000002,952,952,8,951,4523,,Built,B,0,,,,RP,Lanes (Alleys),Corporate,,,2021-05-28 0:00,43:28.0,2009-02-04 0:00,00:00.0,0.052878913,0.002294674
953,EXISTING,REGIONAL,Shared Lane,,4 - Major Street,,,2021-05-28 0:00,44:17.0,15.730588046099999,15.730588046099999,-114.1057549,51.057357500000002,-114.1055645,51.057432300000002,953,953,4,952,92640,5 AV NW,Built,B,0,5,AV,NW,RP,Collector,Corporate,,,2021-05-28 0:00,44:17.0,2007-05-28 0:00,00:00.0,0.053118927,0.000204567
954,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,,,2021-05-28 0:00,43:29.0,13.878799465900000,13.878799465900000,-114.118308,51.057157300000000,-114.1184972,51.057120800000000,954,954,5,953,147696,5 AV NW,Built,FT,0,5,AV,NW,RP,Collector,Corporate,,,2021-05-28 0:00,43:29.0,2006-01-11 0:00,00:00.0,0.020803174,0.000192726
955,EXISTING,REGIONAL,On-Street Bikeway,,2 - Community Street,,,2021-05-28 0:00,41:06.0,164.050426485000003,164.050426485000003,-114.0109494,51.058434499999997,-114.0097544,51.057166700000003,955,955,4,954,46745,MILLAR RD NE,Built,B,0,MILLAR,RD,NE,RP,Residential Street,Corporate,,,2021-05-28 0:00,41:06.0,2004-12-06 0:00,00:00.0,0.212151644,0.001742236
956,EXISTING,REGIONAL,On-Street Bikeway,,2 - Community Street,,,2021-05-28 0:00,41:05.0,21.564702120100002,21.564702120100002,-114.0094517,51.056827699999999,-114.0091886,51.056928100000000,956,956,3,955,37514,MUNRO DR NE,Built,B,0,MUNRO,DR,NE,RP,Residential Street,Corporate,,,2021-05-28 0:00,41:05.0,1999-10-04 0:00,00:00.0,0.086245948,0.000281607
957,EXISTING,REGIONAL,On-Street Bikeway,,2 - Community Street,,,2021-05-28 0:00,41:09.0,21.558679443599999,21.558679443599999,-114.0091886,51.056928100000000,-114.0089256,51.057028500000001,957,957,1,956,37514,MUNRO DR NE,Built,B,0,MUNRO,DR,NE,RP,Residential Street,Corporate,,,2021-05-28 0:00,41:09.0,1999-10-04 0:00,00:00.0,0.086245948,0.000281514
958,EXISTING,REGIONAL,On-Street Bikeway,,2 - Community Street,,,2021-05-28 0:00,41:03.0,21.558911345100000,21.558911345100000,-114.0089256,51.057028500000001,-114.0086625,51.057128800000001,958,958,1,957,37514,MUNRO DR NE,Built,B,0,MUNRO,DR,NE,RP,Residential Street,Corporate,,,2021-05-28 0:00,41:03.0,1999-10-04 0:00,00:00.0,0.086245948,0.000281572
959,EXISTING,REGIONAL,On-Street Bikeway,,2 - Community Street,,,2021-05-28 0:00,41:02.0,21.564617373000001,21.564617373000001,-114.0086625,51.057128800000001,-114.0083994,51.057229200000002,959,959,3,958,37514,MUNRO DR NE,Built,B,0,MUNRO,DR,NE,RP,Residential Street,Corporate,,,2021-05-28 0:00,41:02.0,1999-10-04 0:00,00:00.0,0.086245948,0.000281607
960,EXISTING,REGIONAL,On-Street Bikeway,,2 - Community Street,,,2021-05-28 0:00,41:02.0,21.275674128399999,21.275674128399999,-114.0083994,51.057229200000002,-114.0081376,51.057325900000002,960,960,3,959,37514,MUNRO DR NE,Built,B,0,MUNRO,DR,NE,RP,Residential Street,Corporate,,,2021-05-28 0:00,41:02.0,1999-10-04 0:00,00:00.0,0.086245948,0.000279091
961,EXISTING,REGIONAL,On-Street Bikeway,,2 - Community Street,,,2021-05-28 0:00,41:06.0,21.281676975300002,21.281676975300002,-114.0081376,51.057325900000002,-114.0078757,51.057422600000002,961,961,1,960,37516,MUNRO DR NE,Built,B,0,MUNRO,DR,NE,RP,Residential Street,Corporate,,,2021-05-28 0:00,41:06.0,1999-10-04 0:00,00:00.0,0.085118957,0.000279184
962,EXISTING,REGIONAL,On-Street Bikeway,,2 - Community Street,,,2021-05-28 0:00,41:05.0,21.287216100199998,21.287216100199998,-114.0076139,51.057519300000003,-114.007352,51.057616099999997,962,962,3,961,37516,MUNRO DR NE,Built,B,0,MUNRO,DR,NE,RP,Residential Street,Corporate,,,2021-05-28 0:00,41:05.0,1999-10-04 0:00,00:00.0,0.085118957,0.000279219
963,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,2000-06-21 0:00,00:00.0,2021-05-28 0:00,44:19.0,28.206262819599999,28.206262819599999,-113.9815394,51.091209900000003,-113.981942,51.091209700000000,963,963,6,962,151331,44 AV NE,Built,FT,0,44,AV,NE,RP,Collector,Corporate,2000-06-21 0:00,00:00.0,2021-05-28 0:00,44:19.0,2000-06-21 0:00,00:00.0,0.028206149,0.0004026
964,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,2000-06-21 0:00,00:00.0,2021-05-28 0:00,43:28.0,63.887081628399997,63.887081628399997,-113.9806376,51.091164800000001,-113.9815394,51.091209900000003,964,964,6,963,87576,44 AV NE,Built,B,0,44,AV,NE,RP,Collector,Corporate,2000-06-21 0:00,00:00.0,2021-05-28 0:00,43:28.0,2005-11-15 0:00,00:00.0,0.069899718,0.000905857
965,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,43:30.0,14.145216893000001,14.145216893000001,-113.9583009,51.091451599999999,-113.9585028,51.091451900000003,965,965,7,964,87755,44 AV NE,Built,FT,0,44,AV,NE,RP,Collector,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,43:30.0,1999-07-21 0:00,00:00.0,0.014145071,0.000201902
966,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:16.0,27.891094703000000,27.891094703000000,-113.9585028,51.091451900000003,-113.9589009,51.091452500000003,966,966,6,965,87757,44 AV NE,Built,FT,0,44,AV,NE,RP,Collector,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:16.0,2003-07-11 0:00,00:00.0,0.037832186,0.000398102
967,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:17.0,48.937354775999999,48.937354775999999,-113.9576121,51.091404699999998,-113.9583009,51.091451599999999,967,967,7,966,87755,44 AV NE,Built,FT,0,44,AV,NE,RP,Collector,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:17.0,1999-07-21 0:00,00:00.0,0.014145071,0.000692701
968,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:19.0,37.832886240699999,37.832886240699999,-113.9589009,51.091452500000003,-113.9594342,51.091407500000003,968,968,6,967,87744,44 AV NE,Built,B,0,44,AV,NE,RP,Collector,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:19.0,2003-07-11 0:00,00:00.0,0.098630172,0.000535977
969,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:18.0,22.301623746299999,22.301623746299999,-113.948556,51.092427000000001,-113.948866,51.092403099999999,969,969,8,968,144570,TEMPLE DR NE,Built,B,0,TEMPLE,DR,NE,RP,Collector,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:18.0,2004-12-07 0:00,00:00.0,0.089651396,0.000313336
970,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:26.0,23.971080100399998,23.971080100399998,-113.948866,51.092403099999999,-113.9491771,51.092323499999999,970,970,8,969,144579,TEMPLE DR NE,Built,FT,0,TEMPLE,DR,NE,RP,Collector,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:26.0,2002-12-30 0:00,00:00.0,0.023970921,0.00032422
971,EXISTING,REGIONAL,Shared Lane,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,43:28.0,68.551505933700000,68.551505933700000,-113.9805593,51.084919399999997,-113.9815277,51.084966399999999,971,971,6,970,87462,WHITEHORN DR NE,Built,FT,0,WHITEHORN,DR,NE,RP,Collector,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,43:28.0,1999-07-21 0:00,00:00.0,0.030529401,0.000972481
972,EXISTING,REGIONAL,Shared Lane,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:19.0,30.529792039000000,30.529792039000000,-113.9815277,51.084966399999999,-113.9819634,51.084965500000003,972,972,6,971,87462,WHITEHORN DR NE,Built,FT,0,WHITEHORN,DR,NE,RP,Collector,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:19.0,1999-07-21 0:00,00:00.0,0.030529401,0.000435703
973,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:22.0,44.170673081700002,44.170673081700002,-113.9315667,51.086415799999997,-113.9321971,51.086415299999999,973,973,5,972,104692,COSTA MESA CL NE,Built,B,0,COSTA MESA,CL,NE,RP,Residential Street,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:22.0,2004-12-07 0:00,00:00.0,0.041351754,0.000630401
974,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:16.0,49.411884717800000,49.411884717800000,-113.9308615,51.086416600000000,-113.9315667,51.086415799999997,974,974,5,973,110078,,Built,B,0,,,,RP,Lanes (Alleys),Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:16.0,1999-07-21 0:00,00:00.0,0.13111514,0.000705203
975,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:22.0,13.450130149700000,13.450130149700000,-113.941023,51.081581900000003,-113.9410229,51.081460999999997,975,975,7,974,85927,32 AV NE,Built,FT,0,32,AV,NE,RP,Arterial Street,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:22.0,1999-07-21 0:00,00:00.0,0.05333182,0.000120901
976,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:16.0,23.251632791399999,23.251632791399999,-113.9410229,51.081460999999997,-113.9410212,51.081251999999999,976,976,6,975,85912,RUNDLEHORN DR NE,Built,FT,0,RUNDLEHORN,DR,NE,RP,Collector,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:16.0,2002-12-30 0:00,00:00.0,0.052309694,0.000209009
977,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:26.0,42.608861523800002,42.608861523800002,-113.940949,51.081953400000003,-113.941023,51.081581900000003,977,977,7,976,144812,32 AV NE,Built,FT,0,32,AV,NE,RP,Arterial Street,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:26.0,2016-08-31 0:00,36:14.0,0.010350004,0.000397819
978,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:18.0,52.309877338299998,52.309877338299998,-113.9410212,51.081251999999999,-113.9409601,51.080786300000000,978,978,5,977,85919,RUNDLEHORN DR NE,Built,FT,0,RUNDLEHORN,DR,NE,RP,Collector,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:18.0,1999-07-21 0:00,00:00.0,0.076302281,0.000476765
979,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,43:28.0,13.401106551500000,13.401106551500000,-113.9583127,51.071674500000000,-113.9585039,51.071674500000000,979,979,7,978,86150,RUNDLEHORN DR NE,Built,FT,0,RUNDLEHORN,DR,NE,RP,Collector,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,43:28.0,2002-12-30 0:00,00:00.0,0.057318764,0.0001912
980,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,43:30.0,21.064995622600001,21.064995622600001,-113.9575102,51.071629000000001,-113.9577988,51.071674700000003,980,980,5,979,144123,RUNDLEHORN DR NE,Built,FT,0,RUNDLEHORN,DR,NE,RP,Collector,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,43:30.0,2003-07-11 0:00,00:00.0,0.036020874,0.000293439
981,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:26.0,57.319607810599997,57.319607810599997,-113.9585039,51.071674500000000,-113.9593089,51.071630800000001,981,981,6,980,86150,RUNDLEHORN DR NE,Built,FT,0,RUNDLEHORN,DR,NE,RP,Collector,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:26.0,2002-12-30 0:00,00:00.0,0.057318764,0.000810217
982,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:16.0,36.021083909300003,36.021083909300003,-113.9577988,51.071674700000003,-113.9583127,51.071674500000000,982,982,6,981,123826,52 ST NE,Built,FT,0,52,ST,NE,RP,Arterial Street,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:16.0,2003-07-10 0:00,00:00.0,0.216358728,0.000513912
983,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:26.0,57.422482007299998,57.422482007299998,-113.9806778,51.071483700000002,-113.9814897,51.071522199999997,983,983,9,982,851837,RUNDLEHORN DR NE,Built,FT,0,RUNDLEHORN,DR,NE,RP,Arterial Street,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:26.0,2018-10-05 0:00,50:21.0,0.036127319,0.000814856
984,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:18.0,24.019864051700001,24.019864051700001,-113.9819246,51.071522000000002,-113.9822673,51.071521799999999,984,984,9,983,86461,36 ST NE,Built,FT,0,36,ST,NE,RP,Arterial Street,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:18.0,2006-06-26 0:00,00:00.0,0.033586565,0.0003427
985,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,43:28.0,84.480065730899994,84.480065730899994,-113.9822673,51.071521799999999,-113.9834726,51.071520900000003,985,985,6,984,86469,20 AV NE,Built,FT,0,20,AV,NE,RP,Arterial Street,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,43:28.0,2006-06-26 0:00,00:00.0,0.029017688,0.001205306
986,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:19.0,137.261139856999989,137.261139856999989,-113.9834726,51.071520900000003,-113.985413,51.071396499999999,986,986,6,985,116137,20 AV NE,Built,FT,0,20,AV,NE,RP,Arterial Street,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:19.0,2006-06-26 0:00,00:00.0,0.084479354,0.001947586
987,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,43:30.0,10.550639395299999,10.550639395299999,-113.985413,51.071396499999999,-113.9855566,51.071368300000003,987,987,7,986,116165,,Built,FT,0,,,,RP,Residential Street,Private,1999-07-21 0:00,00:00.0,2021-05-28 0:00,43:30.0,2000-11-08 0:00,00:00.0,0.071401865,0.000146393
988,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:19.0,104.595343659999997,104.595343659999997,-113.9855566,51.071368300000003,-113.9868829,51.070959100000003,988,988,7,987,116165,,Built,FT,0,,,,RP,Residential Street,Private,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:19.0,2000-11-08 0:00,00:00.0,0.071401865,0.001395936
989,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:19.0,30.482133823500000,30.482133823500000,-113.9814897,51.071522199999997,-113.9819246,51.071522000000002,989,989,12,988,86459,36 ST NE,Built,FT,0,36,ST,NE,RP,Arterial Street,Corporate,1999-07-21 0:00,00:00.0,2021-05-28 0:00,44:19.0,2006-06-26 0:00,00:00.0,0.205451468,0.000434901
990,EXISTING,REGIONAL,On-Street Bikeway,,4 - Major Street,2000-04-27 0:00,00:00.0,2021-05-28 0:00,44:18.0,80.135748279599994,80.135748279599994,-113.9886862,51.070694699999997,-113.9887764,51.069983899999997,990,990,6,989,150701,20 AV NE,Built,B,0,20,AV,NE,RP,Arterial Street,Corporate,2000-04-27 0:00,00:00.0,2021-05-28 0:00,44:18.0,2002-12-30 0:00,00:00.0,0.084057486,0.000733743
